gen_id,seed,ply,k,phase,legal_n,score_margin_abs,meeples_free,converged,h3200_move,deep_move,deep_minus_shallow_immediate,rod1_matches_deep,mechanism,sub_mechanism,affects_winloss_guess
mp1925000020,1925000020,100,22,late_mid,65,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000088,1925000088,99,22,late_mid,51,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000064,1925000064,100,22,late_mid,41,38,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000005,1925000005,100,22,late_mid,40,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,100,22,late_mid,35,32,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000059,1925000059,100,22,late_mid,48,8,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000072,1925000072,100,22,late_mid,38,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000001,1925000001,100,22,late_mid,38,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000046,1925000046,100,22,late_mid,28,8,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000015,1925000015,100,22,late_mid,48,19,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000023,1925000023,100,22,late_mid,44,13,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000077,1925000077,100,22,late_mid,29,25,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000004,1925000004,100,22,late_mid,46,42,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000019,1925000019,100,22,late_mid,36,3,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000053,1925000053,100,22,late_mid,28,10,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000040,1925000040,100,22,late_mid,41,7,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000052,1925000052,100,22,late_mid,25,6,"[0, 1]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000089,1925000089,92,26,late_mid,12,8,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000016,1925000016,92,26,late_mid,60,19,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000075,1925000075,91,26,late_mid,35,24,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000033,1925000033,92,26,late_mid,47,35,"[0, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000057,1925000057,90,26,late_mid,56,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000063,1925000063,92,26,late_mid,41,2,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000009,1925000009,92,26,late_mid,39,5,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000050,1925000050,92,26,late_mid,38,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000071,1925000071,92,26,late_mid,40,5,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,92,26,late_mid,32,32,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000064,1925000064,92,26,late_mid,27,34,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000086,1925000086,92,26,late_mid,29,2,"[1, 0]",False,tile_place,tile_place,-6,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 6 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000035,1925000035,92,26,late_mid,38,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000007,1925000007,92,26,late_mid,16,2,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000044,1925000044,140,2,endgame,24,7,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000058,1925000058,140,2,endgame,45,13,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000079,1925000079,140,2,endgame,35,3,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000048,1925000048,140,2,endgame,48,4,"[1, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000043,1925000043,140,2,endgame,66,6,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000060,1925000060,140,2,endgame,32,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000047,1925000047,140,2,endgame,51,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000039,1925000039,140,2,endgame,36,30,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000026,1925000026,140,2,endgame,36,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000081,1925000081,140,2,endgame,61,27,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000061,1925000061,140,2,endgame,40,25,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000006,1925000006,140,2,endgame,25,29,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000016,1925000016,140,2,endgame,57,29,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000001,1925000001,140,2,endgame,72,24,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000048,1925000048,138,3,endgame,41,4,"[1, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000028,1925000028,138,3,endgame,60,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000051,1925000051,138,3,endgame,45,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000049,1925000049,138,3,endgame,39,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000067,1925000067,138,3,endgame,33,5,"[0, 1]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000080,1925000080,138,3,endgame,52,11,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000006,1925000006,138,3,endgame,62,29,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000029,1925000029,138,3,endgame,24,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000017,1925000017,138,3,endgame,74,31,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000012,1925000012,138,3,endgame,55,14,"[0, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000072,1925000072,138,3,endgame,52,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000075,1925000075,137,3,endgame,100,11,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000005,1925000005,138,3,endgame,54,27,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000046,1925000046,138,3,endgame,52,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000044,1925000044,138,3,endgame,31,7,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000001,1925000001,138,3,endgame,46,24,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000057,1925000057,136,3,endgame,28,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000063,1925000063,138,3,endgame,59,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000061,1925000061,138,3,endgame,41,25,"[1, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000059,1925000059,138,3,endgame,42,22,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000072,1925000072,136,4,endgame,53,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000047,1925000047,136,4,endgame,33,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000073,1925000073,136,4,endgame,29,13,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000043,1925000043,136,4,endgame,45,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000003,1925000003,136,4,endgame,31,23,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000067,1925000067,136,4,endgame,25,5,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000034,1925000034,136,4,endgame,58,5,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000059,1925000059,136,4,endgame,60,22,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000054,1925000054,136,4,endgame,40,21,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000040,1925000040,136,4,endgame,76,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000070,1925000070,136,4,endgame,42,8,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000066,1925000066,136,4,endgame,34,3,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000053,1925000053,136,4,endgame,33,19,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000025,1925000025,136,4,endgame,38,6,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000000,1925000000,135,4,endgame,23,21,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000063,1925000063,136,4,endgame,32,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000062,1925000062,136,4,endgame,46,17,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000089,1925000089,136,4,endgame,49,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000076,1925000076,136,4,endgame,33,3,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000066,1925000066,134,5,endgame,60,3,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000085,1925000085,134,5,endgame,60,6,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000054,1925000054,134,5,endgame,28,21,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000068,1925000068,134,5,endgame,76,1,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000033,1925000033,134,5,endgame,49,45,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000081,1925000081,134,5,endgame,44,30,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000057,1925000057,132,5,endgame,41,21,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000024,1925000024,134,5,endgame,46,2,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000009,1925000009,134,5,endgame,47,16,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000079,1925000079,134,5,endgame,30,13,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000084,1925000084,134,5,endgame,27,10,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000042,1925000042,134,5,endgame,52,14,"[0, 0]",False,tile_place,tile_place,9,False,"tile placement (same phase, different square = blocking/conversion/tempo)",deep completes +9 more pts this turn (shallow leaves a completion / conversion),margin-only
mp1925000035,1925000035,134,5,endgame,52,3,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000039,1925000039,134,5,endgame,63,30,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000041,1925000041,134,5,endgame,24,12,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000064,1925000064,134,5,endgame,54,48,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000045,1925000045,132,6,endgame,67,19,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000056,1925000056,131,6,endgame,48,12,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000004,1925000004,132,6,endgame,38,42,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000081,1925000081,132,6,endgame,34,30,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000072,1925000072,132,6,endgame,36,13,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000082,1925000082,131,6,endgame,26,28,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000042,1925000042,132,6,endgame,39,14,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000078,1925000078,132,6,endgame,40,1,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000000,1925000000,131,6,endgame,32,21,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000032,1925000032,132,6,endgame,37,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000089,1925000089,132,6,endgame,44,4,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000005,1925000005,132,6,endgame,55,27,"[2, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000027,1925000027,132,6,endgame,44,32,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000065,1925000065,132,6,endgame,57,9,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000066,1925000066,132,6,endgame,62,3,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",margin-only
mp1925000088,1925000088,79,32,midgame,30,20,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000062,1925000062,80,32,midgame,42,3,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000081,1925000081,80,32,midgame,44,10,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000065,1925000065,80,32,midgame,54,14,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000014,1925000014,80,32,midgame,34,2,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000043,1925000043,80,32,midgame,39,15,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000080,1925000080,80,32,midgame,40,16,"[0, 0]",False,tile_place,tile_place,-3,True,"tile placement (same phase, different square = blocking/conversion/tempo)",deep forgoes 3 completion pts this turn (positional / tempo / setup),possible W/L
mp1925000037,1925000037,80,32,midgame,26,16,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000061,1925000061,80,32,midgame,64,32,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000002,1925000002,80,32,midgame,16,9,"[1, 2]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000007,1925000007,80,32,midgame,14,2,"[1, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000052,1925000052,80,32,midgame,23,7,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000008,1925000008,80,32,midgame,36,6,"[0, 0]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000064,1925000064,80,32,midgame,24,16,"[0, 1]",False,tile_place,tile_place,0,False,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
mp1925000085,1925000085,80,32,midgame,39,15,"[0, 0]",False,tile_place,tile_place,0,True,"tile placement (same phase, different square = blocking/conversion/tempo)","equal turn scoring (positional / blocking / future-equity, no completion diff)",possible W/L
